_id,query,searched,downloaded
6387a608727ddf9f05e7e9e2,Content-based Attention,170,-1
6387a608727ddf9f05e7e9e4,Manifold Mixup,5,-1
6387a608727ddf9f05e7e9e6,ReGLU,1,-1
6387a608727ddf9f05e7e9e8,Global Local Attention Module,168,-1
6387a608727ddf9f05e7e9ea,Lambda Layer,170,-1
6387a608727ddf9f05e7e9f0,Optimal Transport Modeling,48,-1
6387a608727ddf9f05e7e9f2,Thinned U-shape Module,2,-1
6387a608727ddf9f05e7e9f6,Adaptive Content Generating and Preserving Network,9,-1
6387a608727ddf9f05e7e9f8,GoogLeNet,191,-1
6387a608727ddf9f05e7e9fa,XLM,198,-1
6387a608727ddf9f05e7e9fe,Class Attention,108,-1
6387a608727ddf9f05e7ea00,Demon,130,-1
6387a608727ddf9f05e7ea06,Mixed Attention Block,70,-1
6387a608727ddf9f05e7ea08,ELECTRA,177,-1
6387a608727ddf9f05e7ea0a,CGNN,6,-1
6387a608727ddf9f05e7ea0c,Tokens-To-Token Vision Transformer,62,-1
6387a608727ddf9f05e7ea10,AMP,158,-1
6387a608727ddf9f05e7ea12,Random Scaling,172,-1
6387a608727ddf9f05e7ea14,Singular Value Decomposition Parameterization,5,-1
6387a608727ddf9f05e7ea16,EWC,21,-1
6387a608727ddf9f05e7ea18,Differentiable Hyperparameter Search,35,-1
6387a608727ddf9f05e7ea1a,Transposed convolution,188,-1
6387a608727ddf9f05e7ea1c,MHMA,2,-1
6387a608727ddf9f05e7ea20,Convolutional Hough Matching,2,-1
6387a608727ddf9f05e7ea22,SMA,189,-1
6387a608727ddf9f05e7ea24,Residual SRM,22,-1
6387a608727ddf9f05e7ea26,Unsupervised Feature Loss,142,-1
6387a608727ddf9f05e7ea2c,ECANet,2,-1
6387a608727ddf9f05e7ea30,InPlace-ABN,18,-1
6387a608727ddf9f05e7ea32,LightAutoML,195,-1
6387a608727ddf9f05e7ea34,Feature Selection,182,-1
6387a608727ddf9f05e7ea36,Proximal Policy Optimization,21,-1
6387a608727ddf9f05e7ea38,LSGAN,55,-1
