_id,query,searched,downloaded
6387646d727ddf9f05e5dc9f,Multiple-choice,-1,-1
6387646d727ddf9f05e5dca1,Stock Prediction,-1,-1
6387646d727ddf9f05e5dca3,Visual Crowd Analysis,-1,-1
6387646d727ddf9f05e5dca5,3D Semantic Segmentation,-1,-1
6387646d727ddf9f05e5dca7,One-class classifier,-1,-1
6387646d727ddf9f05e5dca9,Video Compression,-1,-1
6387646d727ddf9f05e5dcab,Large-Scale Person Re-Identification,-1,-1
6387646d727ddf9f05e5dcad,Max-Shot Cross-Lingual Visual Natural Language Inference,-1,-1
6387646d727ddf9f05e5dcaf,Chemical Indexing,-1,-1
6387646e727ddf9f05e5dcb1,Scene Classification,-1,-1
6387646e727ddf9f05e5dcb3,Interactive Segmentation,-1,-1
6387646e727ddf9f05e5dcb5,Multiobjective Optimization,-1,-1
6387646e727ddf9f05e5dcb7,Survival Analysis,-1,-1
6387646e727ddf9f05e5dcb9,Event Coreference Resolution,-1,-1
6387646e727ddf9f05e5dcbb,Font Recognition,-1,-1
6387646e727ddf9f05e5dcbd,Image-level Supervised Instance Segmentation,-1,-1
6387646e727ddf9f05e5dcbf,Spoken Dialogue Systems,-1,-1
6387646e727ddf9f05e5dcc1,Genre classification,-1,-1
6387646e727ddf9f05e5dcc3,Identify Odd Metapor,-1,-1
6387646e727ddf9f05e5dcc5,Document Classification,-1,-1
6387646e727ddf9f05e5dcc8,Parking Space Occupancy,-1,-1
6387646e727ddf9f05e5dcca,Synthetic-to-Real Translation,-1,-1
6387646e727ddf9f05e5dccc,Semi-supervised Medical Image Segmentation,-1,-1
6387646e727ddf9f05e5dcce,Logical Fallacy Detection,-1,-1
6387646e727ddf9f05e5dcd0,Myocardial infarction detection,-1,-1
6387646e727ddf9f05e5dcd2,Formation Energy,-1,-1
6387646e727ddf9f05e5dcd4,Recommendation Systems,-1,-1
6387646e727ddf9f05e5dcd6,Humanitarian,-1,-1
6387646e727ddf9f05e5dcd8,Accented Speech Recognition,-1,-1
6387646e727ddf9f05e5dcda,Computational Phenotyping,-1,-1
6387646e727ddf9f05e5dcdd,End-To-End Dialogue Modelling,-1,-1
6387646e727ddf9f05e5dcdf,3D Facial Expression Recognition,-1,-1
6387646e727ddf9f05e5dce1,Action Recognition In Videos,-1,-1
6387646e727ddf9f05e5dce3,Question-Answer categorization,-1,-1
6387646e727ddf9f05e5dce5,Multiple Object Tracking,-1,-1
6387646e727ddf9f05e5dce7,Violence and Weaponized Violence Detection,-1,-1
6387646e727ddf9f05e5dce9,AutoML,-1,-1
6387646e727ddf9f05e5dceb,Intent Detection,-1,-1
6387646e727ddf9f05e5dced,Audio captioning,-1,-1
6387646e727ddf9f05e5dcef,Image Captioning,-1,-1
6387646e727ddf9f05e5dcf1,One-Shot Segmentation,-1,-1
6387646e727ddf9f05e5dcf3,Fact Checking,-1,-1
6387646e727ddf9f05e5dcf5,Infinite Image Generation,-1,-1
6387646e727ddf9f05e5dcf7,Entailed Polarity,-1,-1
6387646e727ddf9f05e5dcf9,Physical Simulations,-1,-1
6387646e727ddf9f05e5dcfb,3D Multi-Person Pose Estimation,-1,-1
6387646e727ddf9f05e5dcfd,Unsupervised Machine Translation,-1,-1
6387646e727ddf9f05e5dcff,Zero-shot Slot Filling,-1,-1
6387646e727ddf9f05e5dd01,Car Pose Estimation,-1,-1
6387646e727ddf9f05e5dd03,Activeness Detection,-1,-1
