_id,query,searched,downloaded
6387a609727ddf9f05e7efe6,ZeRO-Infinity,200,-1
6387a609727ddf9f05e7efe8,Sscs,1,-1
6387a609727ddf9f05e7efea,FreeAnchor,7,-1
6387a609727ddf9f05e7efec,Self-Adjusting Smooth L1 Loss,3,-1
6387a609727ddf9f05e7efee,StreaMRAK,0,-1
6387a609727ddf9f05e7eff0,mBERT,171,-1
6387a609727ddf9f05e7eff2,ASPP,137,-1
6387a609727ddf9f05e7eff4,SCA,19,-1
6387a609727ddf9f05e7eff6,MTS,168,-1
6387a609727ddf9f05e7eff8,Pattern-Exploiting Training,63,-1
6387a609727ddf9f05e7effa,Time-aware Large Kernel Convolution,16,-1
6387a609727ddf9f05e7effc,ARMA GNN,0,-1
6387a609727ddf9f05e7effe,DeepMind AlphaStar,0,-1
6387a609727ddf9f05e7f000,GAP-Layer,200,-1
6387a609727ddf9f05e7f002,RealNVP,6,-1
6387a609727ddf9f05e7f004,Variational Graph Auto Encoder,11,-1
6387a609727ddf9f05e7f006,Deformable Attention Module,11,-1
6387a609727ddf9f05e7f008,Dimension-wise Convolution,200,-1
6387a609727ddf9f05e7f00a,Batchboost,0,-1
6387a609727ddf9f05e7f00c,Hierarchical Feature Fusion,12,-1
6387a609727ddf9f05e7f00e,Libra R-CNN,12,-1
6387a609727ddf9f05e7f010,Voxel R-CNN,42,-1
6387a609727ddf9f05e7f012,Panoptic-PolarNet,0,-1
6387a609727ddf9f05e7f014,DNAS,11,-1
6387a609727ddf9f05e7f016,Bottleneck Transformer Block,76,-1
6387a609727ddf9f05e7f018,Xavier Initialization,200,-1
6387a609727ddf9f05e7f01a,DEQ,55,-1
6387a609727ddf9f05e7f01c,Cycle Consistency Loss,200,-1
6387a609727ddf9f05e7f01e,DANet,10,-1
6387a609727ddf9f05e7f020,Scatter Connection,200,-1
6387a609727ddf9f05e7f022,True Online TD Lambda,107,-1
6387a609727ddf9f05e7f024,GLOW,128,-1
6387a609727ddf9f05e7f026,BoundaryNet,0,-1
6387a609727ddf9f05e7f028,Corner Pooling,121,-1
6387a609727ddf9f05e7f02a,Dutch Eligibility Trace,7,-1
6387a609727ddf9f05e7f02c,Fast Bi-level Adversarial Training,10,-1
6387a609727ddf9f05e7f02e,MLP-Mixer,26,-1
6387a609727ddf9f05e7f030,Laplacian Positional Encodings,0,-1
6387a609727ddf9f05e7f032,PCA,200,-1
6387a609727ddf9f05e7f034,LeNet,200,-1
6387a609727ddf9f05e7f036,AutoML-Zero,129,-1
6387a609727ddf9f05e7f038,Poincaré Embeddings,2,-1
6387a609727ddf9f05e7f03a,Entropy Regularization,200,-1
6387a609727ddf9f05e7f03c,ConvLSTM,101,-1
6387a609727ddf9f05e7f03e,PAA,98,-1
6387a609727ddf9f05e7f040,Neural Architecture Search,200,-1
6387a609727ddf9f05e7f042,STMDA-RetinaNet,0,-1
6387a609727ddf9f05e7f044,VarifocalNet,0,-1
6387a609727ddf9f05e7f046,Graph Isomorphism Network,5,-1
6387a609727ddf9f05e7f048,Graph-to-Tree MWP Solver,0,-1
6387a609727ddf9f05e7f04a,VDO-SLAM,0,-1
6387a609727ddf9f05e7f04c,ElasticFace,2,-1
6387a609727ddf9f05e7f04e,DyGED,0,-1
6387a609727ddf9f05e7f050,modified arcsinh,1,-1
6387a609727ddf9f05e7f052,Content-Conditioned Style Encoder,14,-1
6387a609727ddf9f05e7f054,Groupwise Point Convolution,2,-1
6387a609727ddf9f05e7f056,Bi-attention,200,-1
6387a609727ddf9f05e7f058,ALIGN,200,-1
