_id,query,searched,downloaded
6387a60a727ddf9f05e7f450,Multi-Attention Network,200,-1
6387a60a727ddf9f05e7f452,ETC,200,-1
6387a60a727ddf9f05e7f454,Sharpness-Aware Minimization,22,-1
6387a60a727ddf9f05e7f456,SqueezeBERT,4,-1
6387a60a727ddf9f05e7f458,Tanh Activation,200,-1
6387a60a727ddf9f05e7f45a,CCT,79,-1
6387a60a727ddf9f05e7f45c,Experience Replay,112,-1
6387a60a727ddf9f05e7f45e,PANet,18,-1
6387a60a727ddf9f05e7f460,Beneš Block with Residual Switch Units,0,-1
6387a60a727ddf9f05e7f462,Synthesizer,146,-1
6387a60a727ddf9f05e7f464,Self-Supervised Temporal Domain Adaptation,5,-1
6387a60a727ddf9f05e7f466,gMLP,11,-1
6387a60a727ddf9f05e7f468,Structurally Regularized Deep Clustering,0,-1
6387a60a727ddf9f05e7f46a,Adaptive Locally Connected Neuron,5,-1
6387a60a727ddf9f05e7f46c,Random Search,200,-1
6387a60a727ddf9f05e7f46e,Res2Net Block,6,-1
6387a60a727ddf9f05e7f470,Supporting Clustering with Contrastive Learning,0,-1
6387a60a727ddf9f05e7f472,Big-Little Module,200,-1
6387a60a727ddf9f05e7f474,OASIS,119,-1
6387a60a727ddf9f05e7f476,Sigmoid Linear Unit,200,-1
6387a60a727ddf9f05e7f478,Graph Self-Attention,200,-1
6387a60a727ddf9f05e7f47a,BigGAN-deep,6,-1
6387a60a727ddf9f05e7f47c,MDETR,2,-1
6387a60a727ddf9f05e7f47e,Asymmetrical Bi-RNN,0,-1
6387a60a727ddf9f05e7f480,BLIP,32,-1
6387a60a727ddf9f05e7f482,SC-GPT,17,-1
6387a60a727ddf9f05e7f484,RFB,71,-1
6387a60a727ddf9f05e7f486,AutoGL,145,-1
6387a60a727ddf9f05e7f488,Low-level backbone,118,-1
6387a60a727ddf9f05e7f48a,ScatNet,0,-1
6387a60a727ddf9f05e7f48c,MutualGuide,0,-1
6387a60a727ddf9f05e7f48e,CSL,166,-1
6387a60a727ddf9f05e7f490,Triplet Attention,44,-1
6387a60a727ddf9f05e7f492,Deep Graph Convolutional Neural Network,200,-1
6387a60a727ddf9f05e7f494,High-resolution input,200,-1
6387a60a727ddf9f05e7f496,Anycost GAN,0,-1
6387a60a727ddf9f05e7f498,Padé Activation Units,0,-1
6387a60a727ddf9f05e7f49a,Instances-Pixels Balance Index,37,-1
6387a60a727ddf9f05e7f49c,Object Dropout,200,-1
6387a60a727ddf9f05e7f49e,MIM,200,-1
6387a60a727ddf9f05e7f4a0,Generalized additive models,114,-1
6387a60a727ddf9f05e7f4a2,RAN,200,-1
6387a60a727ddf9f05e7f4a4,Inception-ResNet-v2-A,18,-1
6387a60a727ddf9f05e7f4a6,Image Scale Augmentation,200,-1
6387a60a727ddf9f05e7f4a8,Mixture of Logistic Distributions,68,-1
6387a60a727ddf9f05e7f4aa,Adaptive Span Transformer,9,-1
6387a60a727ddf9f05e7f4ac,RoBERTa,200,-1
6387a60a727ddf9f05e7f4ae,REINFORCE,200,-1
6387a60a727ddf9f05e7f4b0,R1 Regularization,41,-1
6387a60a727ddf9f05e7f4b2,HaloNet,1,-1
6387a60a727ddf9f05e7f4b4,CSPResNeXt,1,-1
6387a60a727ddf9f05e7f4b6,DeltaConv,0,-1
6387a60a727ddf9f05e7f4b8,Self-Attention GAN,101,-1
6387a60a727ddf9f05e7f4bb,CvT,99,-1
6387a60a727ddf9f05e7f4bd,Mixup,200,-1
6387a60a727ddf9f05e7f4bf,Ensemble Clustering,200,-1
6387a60a727ddf9f05e7f4c1,ALI,200,-1
6387a60a727ddf9f05e7f4c3,CGRU,6,-1
6387a60a727ddf9f05e7f4c5,Trust Region Policy Optimization,16,-1
6387a60a727ddf9f05e7f4c7,Inception-v4,57,-1
6387a60a727ddf9f05e7f4c9,Feedback Transformer,200,-1
6387a60a727ddf9f05e7f4cb,Mixing Adam and SGD,14,-1
6387a60a727ddf9f05e7f4cd,Universal Transformer,191,-1
6387a60a727ddf9f05e7f4cf,ParamCrop,0,-1
6387a60a727ddf9f05e7f4d1,Exponential Linear Squashing Activation,0,-1
6387a60a727ddf9f05e7f4d3,Mirror Descent Policy Optimization,2,-1
6387a60a727ddf9f05e7f4d5,RoIPool,14,-1
6387a60a727ddf9f05e7f4d7,CTAB-GAN,0,-1
6387a60a727ddf9f05e7f4d9,VL-T5,83,-1
6387a60a727ddf9f05e7f4db,STN,164,-1
6387a60a727ddf9f05e7f4dd,FGA,200,-1
6387a60a727ddf9f05e7f4df,ReLU,200,-1
6387a60a727ddf9f05e7f4e1,Dual Path Network,80,-1
6387a60a727ddf9f05e7f4e3,SNAIL,168,-1
6387a60a727ddf9f05e7f4e5,OHEM,23,-1
6387a60a727ddf9f05e7f4e7,Depth-wise Plane Sweeping,2,-1
6387a60a727ddf9f05e7f4e9,myGym,0,-1
6387a60a727ddf9f05e7f4eb,Convolutional LSTM based Residual Network,35,-1
6387a60a727ddf9f05e7f4ed,ClipBERT,0,-1
6387a60a727ddf9f05e7f4ef,Chinese Pre-trained Unbalanced Transformer,2,-1
6387a60a727ddf9f05e7f4f1,Feature-Aligned Person Search Network,19,-1
6387a60a727ddf9f05e7f4f3,Estimation Statistics,200,-1
6387a60a727ddf9f05e7f4f5,Hourglass Module,15,-1
6387a60a727ddf9f05e7f4f7,AlignPS,0,-1
6387a60a727ddf9f05e7f4f9,efficient channel attention,142,-1
6387a60a727ddf9f05e7f4fb,SAFRAN,9,-1
6387a60a727ddf9f05e7f4fd,SGPCS,0,-1
6387a60a727ddf9f05e7f4ff,Adaptive NMS,4,-1
6387a60a727ddf9f05e7f501,TSRUp,0,-1
6387a60a727ddf9f05e7f503,Glow-TTS,0,-1
6387a60a727ddf9f05e7f505,PAFPN,8,-1
6387a60a727ddf9f05e7f507,Strided EESP,0,-1
6387a60a727ddf9f05e7f509,Entropy Minimized Ensemble of Adapters,0,-1
