_id,query,searched,downloaded
6387a609727ddf9f05e7f36e,Polya-Gamma Augmentation,0,-1
6387a609727ddf9f05e7f370,RetinaMask,0,-1
6387a609727ddf9f05e7f372,Encoder-Decoder model with local and pairwise loss along with shared encoder and discriminator network (EDLPS),0,-1
6387a609727ddf9f05e7f374,Adaptive Graph Convolutional Neural Networks,181,-1
6387a609727ddf9f05e7f376,Tofu,50,-1
6387a609727ddf9f05e7f378,rTPNN,0,-1
6387a609727ddf9f05e7f37a,Tacotron 2,9,-1
6387a609727ddf9f05e7f37c,VFNet,18,-1
6387a609727ddf9f05e7f37e,Branch attention,199,-1
6387a609727ddf9f05e7f380,ScheduledDropPath,0,-1
6387a609727ddf9f05e7f382,CoordConv,5,-1
6387a609727ddf9f05e7f384,AdapTive Meta Optimizer,46,-1
6387a609727ddf9f05e7f386,3D SA,200,-1
6387a609727ddf9f05e7f388,ORN,36,-1
6387a609727ddf9f05e7f38a,VGAE,4,-1
6387a609727ddf9f05e7f38c,WGAN-GP Loss,112,-1
6387a609727ddf9f05e7f38e,Aggregated Learning,200,-1
6387a609727ddf9f05e7f390,Re-Attention Module,200,-1
6387a609727ddf9f05e7f392,InfoGAN,17,-1
6387a609727ddf9f05e7f394,squeeze-and-excitation networks,66,-1
6387a609727ddf9f05e7f396,MADGRAD,28,-1
6387a609727ddf9f05e7f398,QuantTree,0,-1
6387a609727ddf9f05e7f39a,Hunger Games Search,13,-1
6387a609727ddf9f05e7f39c,ReZero,7,-1
6387a609727ddf9f05e7f39e,TGN,18,-1
6387a609727ddf9f05e7f3a0,DistanceNet,0,-1
6387a609727ddf9f05e7f3a2,Transformer in Transformer,200,-1
6387a609727ddf9f05e7f3a4,ENet Bottleneck,22,-1
6387a609727ddf9f05e7f3a6,Elastic ResNeXt Block,4,-1
6387a609727ddf9f05e7f3a8,Contrastive Learning,146,-1
6387a609727ddf9f05e7f3aa,Continuous Kernel Convolution,77,-1
6387a609727ddf9f05e7f3ac,Conditional Batch Normalization,111,-1
6387a609727ddf9f05e7f3ae,Tanh Exponential Activation Function,153,-1
6387a609727ddf9f05e7f3b0,SentencePiece,200,-1
6387a609727ddf9f05e7f3b2,Stochastic Steady-state Embedding,4,-1
6387a609727ddf9f05e7f3b4,A3C,40,-1
6387a609727ddf9f05e7f3b6,Stein Variational Policy Gradient,2,-1
6387a609727ddf9f05e7f3b8,ZFNet,15,-1
6387a609727ddf9f05e7f3ba,ADELE,87,-1
6387a609727ddf9f05e7f3bc,MoBY,63,-1
6387a609727ddf9f05e7f3be,Residual Block,200,-1
6387a609727ddf9f05e7f3c0,Auxiliary Batch Normalization,68,-1
6387a609727ddf9f05e7f3c2,Dilated Bottleneck with Projection Block,14,-1
6387a609727ddf9f05e7f3c4,Gated Positional Self-Attention,14,-1
6387a609727ddf9f05e7f3c6,Stochastic Gradient Variational Bayes,9,-1
6387a609727ddf9f05e7f3c8,GloVe Embeddings,200,-1
6387a609727ddf9f05e7f3ca,GFSA,0,-1
