_id,query,searched,downloaded
6387a60a727ddf9f05e7f533,Spatio-Temporal Attention LSTM,2,-1
6387a60a727ddf9f05e7f535,Spatial and Channel-wise Attention-based Convolutional Neural Network,10,-1
6387a60a727ddf9f05e7f537,Parallel Feature Pyramid Network,21,-1
6387a60a727ddf9f05e7f539,Lower Bound on Transmission Using Non-Linear Bounding Function in Single Image Dehazing,0,-1
6387a60a727ddf9f05e7f53b,RFP,44,-1
6387a60a727ddf9f05e7f53d,style-based recalibration module,1,-1
6387a60a727ddf9f05e7f53f,AWD-LSTM,59,-1
6387a60a727ddf9f05e7f541,Siren,137,-1
6387a60a727ddf9f05e7f543,MiVOS,0,-1
6387a60a727ddf9f05e7f545,FA,200,-1
6387a60a727ddf9f05e7f547,Chinchilla,9,-1
6387a60a727ddf9f05e7f549,Co-Correcting,101,-1
6387a60a727ddf9f05e7f54b,FCOS,16,-1
6387a60a727ddf9f05e7f54d,CRISS,14,-1
6387a60a727ddf9f05e7f54f,MODNet,50,-1
6387a60a727ddf9f05e7f551,APPO,200,-1
6387a60a727ddf9f05e7f553,CTAL,107,-1
6387a60a727ddf9f05e7f555,Scaled Dot-Product Attention,20,-1
6387a60a727ddf9f05e7f557,DFDNet,1,-1
6387a60a727ddf9f05e7f559,Reformer,33,-1
6387a60a727ddf9f05e7f55b,Generative Emotion Estimator,1,-1
6387a60a727ddf9f05e7f55d,Channel attention,200,-1
6387a60a727ddf9f05e7f55f,CapsNet,51,-1
6387a60a727ddf9f05e7f561,Stacked Denoising Autoencoder,28,-1
6387a60a727ddf9f05e7f563,Primer,200,-1
6387a60a727ddf9f05e7f565,Soft Actor Critic,8,-1
6387a60a727ddf9f05e7f567,Neural Turing Machine,51,-1
6387a60a727ddf9f05e7f569,CBAM,90,-1
6387a60a727ddf9f05e7f56b,Residual Shuffle-Exchange Network,19,-1
6387a60a727ddf9f05e7f56d,Dilated Convolution,135,-1
6387a60a727ddf9f05e7f56f,PresGAN,0,-1
6387a60a727ddf9f05e7f571,Orientation Regularized Network,6,-1
6387a60a727ddf9f05e7f573,EfficientDet,200,-1
6387a60a727ddf9f05e7f575,CDCC-NET,0,-1
6387a60a727ddf9f05e7f577,AdaGrad,200,-1
6387a60a727ddf9f05e7f579,VGG,200,-1
6387a60a727ddf9f05e7f57b,TE2Rules,0,-1
